order_id,customer_id,product_name,category,price_usd,quantity,discount_rate,gross_amount_usd,net_revenue_usd,purchase_dt,region,channel,payment_method,order_date,year,month,day,day_of_week,week_of_year,is_weekend,trimester
3575,259,Plantilla-35,Plantilla,29.14,1,0.0,29.14,29.14,2024-11-08 06:47:46,LATAM,Email,PayPal,2024-11-08 06:47:46,2024,11,8,4,45,0,4
7408,1,Musica-28,Musica,8.53,1,0.05,8.53,8.1,2024-11-08 08:05:42,Desconocido,Email,PayPal,2024-11-08 08:05:42,2024,11,8,4,45,0,4
1238,23,Curso-38,Curso,161.91,1,0.1,161.91,145.72,2024-11-08 08:39:03,Desconocido,Website,PayPal,2024-11-08 08:39:03,2024,11,8,4,45,0,4
5517,904,Plantilla-57,Plantilla,17.11,2,0.1,34.23,30.8,2024-11-08 08:46:13,EU,Website,Card,2024-11-08 08:46:13,2024,11,8,4,45,0,4
2195,2,Ebook-35,Ebook,11.37,2,0.0,22.73,22.73,2024-11-08 10:07:52,Desconocido,Marketplace,Card,2024-11-08 10:07:52,2024,11,8,4,45,0,4
3116,893,Plantilla-56,Plantilla,13.7,1,0.0,13.7,13.7,2024-11-08 10:11:00,ASIA,Marketplace,Card,2024-11-08 10:11:00,2024,11,8,4,45,0,4
5993,1349,Curso-53,Curso,181.17,1,0.0,181.17,181.17,2024-11-08 11:10:36,Desconocido,Website,Card,2024-11-08 11:10:36,2024,11,8,4,45,0,4
4876,8,Curso-16,Curso,69.08,1,0.0,69.08,69.08,2024-11-08 11:13:22,EU,Website,PayPal,2024-11-08 11:13:22,2024,11,8,4,45,0,4
5857,53,Ebook-37,Ebook,13.18,2,0.0,26.36,26.36,2024-11-08 11:53:25,Desconocido,Website,Card,2024-11-08 11:53:25,2024,11,8,4,45,0,4
3931,3,Musica-31,Musica,22.32,1,0.0,22.32,22.32,2024-11-08 12:16:59,LATAM,Website,Card,2024-11-08 12:16:59,2024,11,8,4,45,0,4
5608,10,Plantilla-28,Plantilla,31.87,1,0.05,31.87,30.28,2024-11-08 12:37:09,LATAM,Email,PayPal,2024-11-08 12:37:09,2024,11,8,4,45,0,4
7939,1,Ebook-19,Ebook,10.48,2,0.1,20.96,18.87,2024-11-08 14:13:06,Desconocido,Website,PayPal,2024-11-08 14:13:06,2024,11,8,4,45,0,4
1079,2,Ebook-59,Ebook,16.55,1,0.05,16.55,15.72,2024-11-08 14:27:30,LATAM,Email,Card,2024-11-08 14:27:30,2024,11,8,4,45,0,4
5801,1,Ebook-41,Ebook,9.64,1,0.0,9.64,9.64,2024-11-08 17:20:17,ASIA,Marketplace,PayPal,2024-11-08 17:20:17,2024,11,8,4,45,0,4
6465,22,Plantilla-45,Plantilla,16.85,1,0.0,16.85,16.85,2024-11-08 18:01:45,OTHER,SocialAds,PayPal,2024-11-08 18:01:45,2024,11,8,4,45,0,4
5070,42,Ebook-30,Ebook,8.4,1,0.05,8.4,7.98,2024-11-08 18:47:04,LATAM,Marketplace,Stripe,2024-11-08 18:47:04,2024,11,8,4,45,0,4
2591,44,Plantilla-11,Plantilla,25.01,1,0.0,25.01,25.01,2024-11-08 19:36:47,LATAM,Website,Stripe,2024-11-08 19:36:47,2024,11,8,4,45,0,4
6574,3,Plantilla-34,Plantilla,26.11,1,0.0,26.11,26.11,2024-11-08 19:49:25,ASIA,Marketplace,Card,2024-11-08 19:49:25,2024,11,8,4,45,0,4
4527,1,Plantilla-27,Plantilla,20.46,1,0.1,20.46,18.42,2024-11-08 20:27:34,Desconocido,SocialAds,Card,2024-11-08 20:27:34,2024,11,8,4,45,0,4
7002,10,Ebook-42,Ebook,9.53,2,0.05,19.05,18.1,2024-11-08 20:32:47,LATAM,Website,Card,2024-11-08 20:32:47,2024,11,8,4,45,0,4
71,1,Plantilla-11,Plantilla,7.62,1,0.0,7.62,7.62,2024-11-08 21:05:22,EU,Website,Stripe,2024-11-08 21:05:22,2024,11,8,4,45,0,4
5441,203,Curso-41,Curso,136.02,1,0.0,136.02,136.02,2024-11-08 23:20:58,EU,Marketplace,Card,2024-11-08 23:20:58,2024,11,8,4,45,0,4
1078,115,Curso-58,Curso,219.9,1,0.05,219.9,208.91,2024-11-08 23:40:42,LATAM,Website,Card,2024-11-08 23:40:42,2024,11,8,4,45,0,4
4417,2,Ebook-37,Ebook,13.94,2,0.1,27.87,25.09,2024-11-08 23:54:18,Desconocido,Email,Card,2024-11-08 23:54:18,2024,11,8,4,45,0,4
7475,1142,Ebook-35,Ebook,10.75,1,0.0,10.75,10.75,2024-11-09 02:31:02,EU,Website,Card,2024-11-09 02:31:02,2024,11,9,5,45,1,4
5784,2,Ebook-24,Ebook,5.14,2,0.1,10.27,9.25,2024-11-09 04:24:55,Desconocido,SocialAds,Card,2024-11-09 04:24:55,2024,11,9,5,45,1,4
3356,2,Ebook-56,Ebook,6.79,1,0.0,6.79,6.79,2024-11-09 05:20:22,Desconocido,Email,PayPal,2024-11-09 05:20:22,2024,11,9,5,45,1,4
792,2,Curso-12,Curso,156.55,1,0.0,156.55,156.55,2024-11-09 05:47:41,Desconocido,Website,Card,2024-11-09 05:47:41,2024,11,9,5,45,1,4
7872,50,Ebook-12,Ebook,12.71,1,0.0,12.71,12.71,2024-11-09 06:18:30,Desconocido,SocialAds,Stripe,2024-11-09 06:18:30,2024,11,9,5,45,1,4
6281,12,Plantilla-41,Plantilla,20.87,2,0.05,41.74,39.65,2024-11-09 09:43:46,ASIA,Marketplace,Card,2024-11-09 09:43:46,2024,11,9,5,45,1,4
2738,1,Curso-38,Curso,141.97,1,0.1,141.97,127.78,2024-11-09 10:06:21,EU,Website,PayPal,2024-11-09 10:06:21,2024,11,9,5,45,1,4
864,34,Ebook-24,Ebook,16.3,2,0.0,32.61,32.61,2024-11-09 10:17:53,LATAM,Website,PayPal,2024-11-09 10:17:53,2024,11,9,5,45,1,4
2266,101,Curso-46,Curso,144.09,1,0.05,144.09,136.88,2024-11-09 10:50:56,Desconocido,Email,Card,2024-11-09 10:50:56,2024,11,9,5,45,1,4
7947,3,Curso-27,Curso,94.68,1,0.05,94.68,89.95,2024-11-09 11:23:26,Desconocido,Marketplace,PayPal,2024-11-09 11:23:26,2024,11,9,5,45,1,4
317,24,Ebook-17,Ebook,11.51,1,0.1,11.51,10.36,2024-11-09 11:24:11,ASIA,Website,PayPal,2024-11-09 11:24:11,2024,11,9,5,45,1,4
40,7,Ebook-40,Ebook,9.63,2,0.1,19.25,17.33,2024-11-09 11:33:29,OTHER,Website,Stripe,2024-11-09 11:33:29,2024,11,9,5,45,1,4
4781,1,Ebook-41,Ebook,11.81,2,0.1,23.62,21.26,2024-11-09 13:16:14,LATAM,SocialAds,PayPal,2024-11-09 13:16:14,2024,11,9,5,45,1,4
2855,3,Ebook-35,Ebook,21.47,1,0.0,21.47,21.47,2024-11-09 13:17:40,Desconocido,Website,Card,2024-11-09 13:17:40,2024,11,9,5,45,1,4
895,10,Curso-55,Curso,105.3,1,0.15,105.3,89.5,2024-11-09 13:46:02,Desconocido,Email,Card,2024-11-09 13:46:02,2024,11,9,5,45,1,4
1031,1,Ebook-11,Ebook,16.53,1,0.15,16.53,14.05,2024-11-09 15:14:48,Desconocido,Marketplace,Card,2024-11-09 15:14:48,2024,11,9,5,45,1,4
3332,1,Plantilla-32,Plantilla,21.26,1,0.05,21.26,20.2,2024-11-09 15:15:33,Desconocido,SocialAds,Card,2024-11-09 15:15:33,2024,11,9,5,45,1,4
1468,3,Ebook-28,Ebook,8.24,1,0.1,8.24,7.41,2024-11-09 15:16:56,ASIA,Website,PayPal,2024-11-09 15:16:56,2024,11,9,5,45,1,4
7604,89,Musica-44,Musica,49.77,1,0.0,49.77,49.77,2024-11-09 15:21:43,LATAM,SocialAds,PayPal,2024-11-09 15:21:43,2024,11,9,5,45,1,4
5050,1,Curso-10,Curso,59.72,1,0.05,59.72,56.73,2024-11-09 15:32:26,EU,Website,Card,2024-11-09 15:32:26,2024,11,9,5,45,1,4
7001,1838,Ebook-41,Ebook,16.22,3,0.1,48.65,43.78,2024-11-09 16:49:27,EU,Marketplace,Card,2024-11-09 16:49:27,2024,11,9,5,45,1,4
4764,10,Ebook-24,Ebook,16.51,1,0.0,16.51,16.51,2024-11-09 16:51:10,LATAM,Email,PayPal,2024-11-09 16:51:10,2024,11,9,5,45,1,4
5487,3,Ebook-27,Ebook,11.71,1,0.0,11.71,11.71,2024-11-09 17:27:29,EU,Marketplace,PayPal,2024-11-09 17:27:29,2024,11,9,5,45,1,4
3301,17,Ebook-01,Ebook,12.24,2,0.1,24.49,22.04,2024-11-09 17:48:49,EU,Email,Card,2024-11-09 17:48:49,2024,11,9,5,45,1,4
7704,853,Ebook-24,Ebook,6.38,1,0.05,6.38,6.07,2024-11-09 19:38:11,Desconocido,Website,Card,2024-11-09 19:38:11,2024,11,9,5,45,1,4
5905,10,Ebook-25,Ebook,8.34,2,0.0,16.68,16.68,2024-11-09 19:51:31,EU,Marketplace,Stripe,2024-11-09 19:51:31,2024,11,9,5,45,1,4
5116,33,Curso-16,Curso,132.32,1,0.05,132.32,125.71,2024-11-09 21:15:00,EU,Website,Card,2024-11-09 21:15:00,2024,11,9,5,45,1,4
4751,1,Ebook-11,Ebook,10.66,1,0.05,10.66,10.13,2024-11-09 21:21:34,Desconocido,SocialAds,PayPal,2024-11-09 21:21:34,2024,11,9,5,45,1,4
3112,3,Ebook-52,Ebook,14.05,2,0.0,28.1,28.1,2024-11-09 21:47:28,Desconocido,Website,Stripe,2024-11-09 21:47:28,2024,11,9,5,45,1,4
1972,74,Plantilla-52,Plantilla,36.64,1,0.0,36.64,36.64,2024-11-09 22:43:26,OTHER,Marketplace,Stripe,2024-11-09 22:43:26,2024,11,9,5,45,1,4
3490,419,Ebook-10,Ebook,14.43,1,0.0,14.43,14.43,2024-11-09 23:36:36,EU,Website,PayPal,2024-11-09 23:36:36,2024,11,9,5,45,1,4
4029,9,Plantilla-09,Plantilla,19.28,1,0.0,19.28,19.28,2024-11-10 00:14:06,EU,Website,Card,2024-11-10 00:14:06,2024,11,10,6,45,1,4
5699,118,Musica-59,Musica,86.59,1,0.05,86.59,82.26,2024-11-10 01:03:49,Desconocido,Website,Stripe,2024-11-10 01:03:49,2024,11,10,6,45,1,4
7061,28,Musica-41,Musica,45.52,1,0.0,45.52,45.52,2024-11-10 01:42:59,Desconocido,Marketplace,Card,2024-11-10 01:42:59,2024,11,10,6,45,1,4
2449,109,Ebook-49,Ebook,11.22,1,0.0,11.22,11.22,2024-11-10 02:20:29,EU,Website,Card,2024-11-10 02:20:29,2024,11,10,6,45,1,4
2031,1,Ebook-51,Ebook,15.61,1,0.1,15.61,14.05,2024-11-10 04:43:03,Desconocido,Marketplace,PayPal,2024-11-10 04:43:03,2024,11,10,6,45,1,4
2437,5,Ebook-37,Ebook,10.17,1,0.15,10.17,8.64,2024-11-10 05:39:04,Desconocido,Website,Stripe,2024-11-10 05:39:04,2024,11,10,6,45,1,4
4559,47,Musica-59,Musica,30.4,1,0.05,30.4,28.88,2024-11-10 06:29:22,ASIA,Website,PayPal,2024-11-10 06:29:22,2024,11,10,6,45,1,4
1324,134,Ebook-04,Ebook,12.4,1,0.0,12.4,12.4,2024-11-10 06:59:06,EU,Website,Card,2024-11-10 06:59:06,2024,11,10,6,45,1,4
3403,1,Musica-43,Musica,24.4,1,0.05,24.4,23.18,2024-11-10 07:49:11,ASIA,Marketplace,PayPal,2024-11-10 07:49:11,2024,11,10,6,45,1,4
7198,27,Plantilla-58,Plantilla,16.95,1,0.05,16.95,16.1,2024-11-10 08:05:34,ASIA,Email,Stripe,2024-11-10 08:05:34,2024,11,10,6,45,1,4
590,823,Ebook-50,Ebook,12.68,1,0.0,12.68,12.68,2024-11-10 08:14:18,LATAM,Website,Stripe,2024-11-10 08:14:18,2024,11,10,6,45,1,4
3045,16,Plantilla-45,Plantilla,13.75,1,0.05,13.75,13.06,2024-11-10 08:24:55,EU,Marketplace,PayPal,2024-11-10 08:24:55,2024,11,10,6,45,1,4
5410,1,Curso-10,Curso,192.39,1,0.0,192.39,192.39,2024-11-10 09:38:12,LATAM,Website,Card,2024-11-10 09:38:12,2024,11,10,6,45,1,4
1493,1,Ebook-53,Ebook,9.93,1,0.0,9.93,9.93,2024-11-10 09:38:58,Desconocido,SocialAds,Stripe,2024-11-10 09:38:58,2024,11,10,6,45,1,4
4238,1,Plantilla-38,Plantilla,32.07,2,0.0,64.14,64.14,2024-11-10 11:06:40,ASIA,SocialAds,Card,2024-11-10 11:06:40,2024,11,10,6,45,1,4
1092,20,Curso-12,Curso,183.7,1,0.1,183.7,165.33,2024-11-10 11:51:34,Desconocido,Marketplace,Stripe,2024-11-10 11:51:34,2024,11,10,6,45,1,4
4598,22,Ebook-38,Ebook,7.52,1,0.1,7.52,6.77,2024-11-10 12:40:03,EU,Marketplace,PayPal,2024-11-10 12:40:03,2024,11,10,6,45,1,4
817,23,Curso-37,Curso,106.73,1,0.0,106.73,106.73,2024-11-10 13:02:05,EU,Website,PayPal,2024-11-10 13:02:05,2024,11,10,6,45,1,4
6539,2,Curso-59,Curso,104.81,1,0.0,104.81,104.81,2024-11-10 15:27:07,ASIA,SocialAds,PayPal,2024-11-10 15:27:07,2024,11,10,6,45,1,4
1460,23,Curso-20,Curso,123.46,1,0.05,123.46,117.29,2024-11-10 16:14:37,Desconocido,Website,PayPal,2024-11-10 16:14:37,2024,11,10,6,45,1,4
1845,2,Musica-45,Musica,66.77,1,0.05,66.77,63.43,2024-11-10 16:32:46,Desconocido,SocialAds,Card,2024-11-10 16:32:46,2024,11,10,6,45,1,4
7117,73,Plantilla-37,Plantilla,20.97,1,0.0,20.97,20.97,2024-11-10 16:35:41,LATAM,Marketplace,Card,2024-11-10 16:35:41,2024,11,10,6,45,1,4
7448,10,Ebook-08,Ebook,13.88,1,0.0,13.88,13.88,2024-11-10 16:44:28,Desconocido,Website,Stripe,2024-11-10 16:44:28,2024,11,10,6,45,1,4
878,21,Curso-38,Curso,151.81,1,0.0,151.81,151.81,2024-11-10 16:51:34,Desconocido,Website,Card,2024-11-10 16:51:34,2024,11,10,6,45,1,4
4686,4,Ebook-06,Ebook,10.76,1,0.05,10.76,10.22,2024-11-10 17:19:33,ASIA,Marketplace,Card,2024-11-10 17:19:33,2024,11,10,6,45,1,4
6694,569,Plantilla-34,Plantilla,34.99,1,0.0,34.99,34.99,2024-11-10 19:09:29,LATAM,SocialAds,Card,2024-11-10 19:09:29,2024,11,10,6,45,1,4
3701,33,Curso-41,Curso,152.66,1,0.1,152.66,137.39,2024-11-10 19:51:50,Desconocido,Marketplace,Card,2024-11-10 19:51:50,2024,11,10,6,45,1,4
6172,8,Curso-52,Curso,172.65,1,0.0,172.65,172.65,2024-11-10 19:52:30,Desconocido,Marketplace,Stripe,2024-11-10 19:52:30,2024,11,10,6,45,1,4
2605,1919,Ebook-25,Ebook,17.0,2,0.0,34.01,34.01,2024-11-10 21:19:24,EU,Website,Stripe,2024-11-10 21:19:24,2024,11,10,6,45,1,4
1152,1,Plantilla-12,Plantilla,23.28,2,0.0,46.56,46.56,2024-11-10 22:08:00,EU,Marketplace,Card,2024-11-10 22:08:00,2024,11,10,6,45,1,4
822,1,Ebook-42,Ebook,14.22,1,0.0,14.22,14.22,2024-11-10 23:53:00,OTHER,Marketplace,Card,2024-11-10 23:53:00,2024,11,10,6,45,1,4
3802,2325,Musica-22,Musica,46.89,1,0.1,46.89,42.2,2024-11-11 00:12:31,EU,Website,PayPal,2024-11-11 00:12:31,2024,11,11,0,46,0,4
6846,5,Ebook-06,Ebook,15.78,1,0.0,15.78,15.78,2024-11-11 00:20:12,LATAM,Website,Card,2024-11-11 00:20:12,2024,11,11,0,46,0,4
7773,23,Ebook-33,Ebook,15.13,1,0.05,15.13,14.38,2024-11-11 01:46:17,Desconocido,Marketplace,PayPal,2024-11-11 01:46:17,2024,11,11,0,46,0,4
2254,1,Plantilla-34,Plantilla,21.81,1,0.05,21.81,20.72,2024-11-11 02:07:12,EU,Marketplace,PayPal,2024-11-11 02:07:12,2024,11,11,0,46,0,4
5761,1051,Plantilla-01,Plantilla,43.07,1,0.0,43.07,43.07,2024-11-11 02:55:20,Desconocido,SocialAds,Stripe,2024-11-11 02:55:20,2024,11,11,0,46,0,4
1269,1,Curso-09,Curso,30.0,1,0.0,30.0,30.0,2024-11-11 03:12:04,Desconocido,Website,Card,2024-11-11 03:12:04,2024,11,11,0,46,0,4
3505,74,Plantilla-25,Plantilla,38.86,1,0.1,38.86,34.97,2024-11-11 03:29:34,EU,Website,Card,2024-11-11 03:29:34,2024,11,11,0,46,0,4
2691,1859,Curso-51,Curso,67.47,1,0.0,67.47,67.47,2024-11-11 03:55:34,LATAM,Marketplace,PayPal,2024-11-11 03:55:34,2024,11,11,0,46,0,4
2409,2,Musica-09,Musica,58.25,1,0.1,58.25,52.43,2024-11-11 05:10:05,LATAM,Website,PayPal,2024-11-11 05:10:05,2024,11,11,0,46,0,4
4682,3,Ebook-02,Ebook,9.8,1,0.0,9.8,9.8,2024-11-11 05:19:10,LATAM,Website,Card,2024-11-11 05:19:10,2024,11,11,0,46,0,4
6192,13,Curso-12,Curso,61.39,1,0.05,61.39,58.32,2024-11-11 05:23:47,Desconocido,Website,Card,2024-11-11 05:23:47,2024,11,11,0,46,0,4
348,58,Ebook-48,Ebook,10.68,3,0.0,32.04,32.04,2024-11-11 05:56:39,Desconocido,Website,Card,2024-11-11 05:56:39,2024,11,11,0,46,0,4
4544,11,Ebook-44,Ebook,18.33,1,0.0,18.33,18.33,2024-11-11 06:25:16,Desconocido,Website,Card,2024-11-11 06:25:16,2024,11,11,0,46,0,4
6946,8,Plantilla-46,Plantilla,22.69,1,0.05,22.69,21.56,2024-11-11 10:24:43,OTHER,SocialAds,PayPal,2024-11-11 10:24:43,2024,11,11,0,46,0,4
3054,2,Ebook-54,Ebook,16.33,1,0.0,16.33,16.33,2024-11-11 10:59:12,LATAM,SocialAds,Card,2024-11-11 10:59:12,2024,11,11,0,46,0,4
4319,2,Ebook-59,Ebook,15.8,1,0.0,15.8,15.8,2024-11-11 11:07:37,Desconocido,Website,Card,2024-11-11 11:07:37,2024,11,11,0,46,0,4
5578,2,Musica-58,Musica,34.89,1,0.05,34.89,33.15,2024-11-11 12:58:08,EU,Website,PayPal,2024-11-11 12:58:08,2024,11,11,0,46,0,4
1598,67,Ebook-38,Ebook,12.59,2,0.0,25.18,25.18,2024-11-11 14:03:56,Desconocido,Website,Stripe,2024-11-11 14:03:56,2024,11,11,0,46,0,4
5443,3,Ebook-43,Ebook,11.22,2,0.0,22.44,22.44,2024-11-11 14:35:52,ASIA,Email,Card,2024-11-11 14:35:52,2024,11,11,0,46,0,4
3099,2,Ebook-39,Ebook,11.1,2,0.0,22.21,22.21,2024-11-11 16:31:35,LATAM,Website,Stripe,2024-11-11 16:31:35,2024,11,11,0,46,0,4
3868,5,Curso-28,Curso,108.79,1,0.0,108.79,108.79,2024-11-11 16:35:26,Desconocido,Marketplace,Card,2024-11-11 16:35:26,2024,11,11,0,46,0,4
7736,1122,Curso-56,Curso,181.16,1,0.0,181.16,181.16,2024-11-11 16:40:39,EU,Email,Stripe,2024-11-11 16:40:39,2024,11,11,0,46,0,4
258,540,Curso-18,Curso,183.03,1,0.0,183.03,183.03,2024-11-11 18:06:42,OTHER,Website,Card,2024-11-11 18:06:42,2024,11,11,0,46,0,4
7347,106,Curso-27,Curso,163.85,1,0.0,163.85,163.85,2024-11-11 21:38:50,EU,Website,Card,2024-11-11 21:38:50,2024,11,11,0,46,0,4
5924,27,Curso-44,Curso,152.93,1,0.05,152.93,145.28,2024-11-11 21:52:27,Desconocido,Website,Stripe,2024-11-11 21:52:27,2024,11,11,0,46,0,4
4757,629,Ebook-17,Ebook,12.21,1,0.05,12.21,11.6,2024-11-11 23:00:33,EU,Marketplace,Card,2024-11-11 23:00:33,2024,11,11,0,46,0,4
7931,3,Plantilla-11,Plantilla,29.91,1,0.0,29.91,29.91,2024-11-12 02:23:24,Desconocido,Website,Card,2024-11-12 02:23:24,2024,11,12,1,46,0,4
4315,16,Musica-55,Musica,42.86,1,0.0,42.86,42.86,2024-11-12 03:07:31,LATAM,Website,PayPal,2024-11-12 03:07:31,2024,11,12,1,46,0,4
6431,1,Plantilla-11,Plantilla,35.48,2,0.1,70.97,63.87,2024-11-12 04:45:26,OTHER,Marketplace,Card,2024-11-12 04:45:26,2024,11,12,1,46,0,4
7963,11,Ebook-43,Ebook,17.99,1,0.0,17.99,17.99,2024-11-12 05:53:58,EU,Website,PayPal,2024-11-12 05:53:58,2024,11,12,1,46,0,4
6577,202,Musica-37,Musica,55.26,1,0.0,55.26,55.26,2024-11-12 06:05:23,OTHER,Website,Card,2024-11-12 06:05:23,2024,11,12,1,46,0,4
4093,2,Curso-13,Curso,132.18,1,0.1,132.18,118.97,2024-11-12 06:06:36,Desconocido,Email,Stripe,2024-11-12 06:06:36,2024,11,12,1,46,0,4
6127,1,Curso-07,Curso,140.39,1,0.0,140.39,140.39,2024-11-12 06:33:30,LATAM,Website,PayPal,2024-11-12 06:33:30,2024,11,12,1,46,0,4
3018,6,Ebook-18,Ebook,14.9,1,0.0,14.9,14.9,2024-11-12 06:42:22,ASIA,Website,Stripe,2024-11-12 06:42:22,2024,11,12,1,46,0,4
7881,4,Ebook-21,Ebook,21.58,1,0.1,21.58,19.42,2024-11-12 09:44:15,Desconocido,Marketplace,Card,2024-11-12 09:44:15,2024,11,12,1,46,0,4
4996,3,Plantilla-16,Plantilla,12.5,1,0.0,12.5,12.5,2024-11-12 11:07:54,ASIA,Website,PayPal,2024-11-12 11:07:54,2024,11,12,1,46,0,4
2671,1853,Curso-31,Curso,126.22,1,0.05,126.22,119.9,2024-11-12 11:27:23,ASIA,Website,Card,2024-11-12 11:27:23,2024,11,12,1,46,0,4
2224,2,Ebook-04,Ebook,11.31,3,0.1,33.92,30.53,2024-11-12 12:39:16,Desconocido,SocialAds,PayPal,2024-11-12 12:39:16,2024,11,12,1,46,0,4
3962,32,Ebook-02,Ebook,12.54,1,0.0,12.54,12.54,2024-11-12 12:55:34,LATAM,Website,Card,2024-11-12 12:55:34,2024,11,12,1,46,0,4
3187,53,Ebook-07,Ebook,16.13,1,0.0,16.13,16.13,2024-11-12 13:36:52,Desconocido,Email,Card,2024-11-12 13:36:52,2024,11,12,1,46,0,4
7755,12,Ebook-15,Ebook,18.1,1,0.0,18.1,18.1,2024-11-12 13:49:38,ASIA,Website,Card,2024-11-12 13:49:38,2024,11,12,1,46,0,4
2556,645,Musica-36,Musica,24.24,1,0.0,24.24,24.24,2024-11-12 14:52:31,EU,SocialAds,Card,2024-11-12 14:52:31,2024,11,12,1,46,0,4
3481,73,Ebook-01,Ebook,20.17,2,0.05,40.34,38.32,2024-11-12 15:16:48,LATAM,Website,Card,2024-11-12 15:16:48,2024,11,12,1,46,0,4
7315,22,Ebook-55,Ebook,5.92,1,0.0,5.92,5.92,2024-11-12 17:47:28,Desconocido,Website,Stripe,2024-11-12 17:47:28,2024,11,12,1,46,0,4
3260,12,Plantilla-20,Plantilla,8.21,1,0.05,8.21,7.8,2024-11-12 18:24:34,Desconocido,Website,Card,2024-11-12 18:24:34,2024,11,12,1,46,0,4
1791,13,Ebook-51,Ebook,14.09,1,0.05,14.09,13.38,2024-11-12 19:10:14,Desconocido,SocialAds,Stripe,2024-11-12 19:10:14,2024,11,12,1,46,0,4
1251,8,Plantilla-51,Plantilla,22.16,1,0.0,22.16,22.16,2024-11-12 21:15:59,Desconocido,Website,PayPal,2024-11-12 21:15:59,2024,11,12,1,46,0,4
4424,167,Plantilla-44,Plantilla,28.76,1,0.05,28.76,27.32,2024-11-12 21:39:02,EU,Marketplace,Card,2024-11-12 21:39:02,2024,11,12,1,46,0,4
5141,1,Curso-41,Curso,64.49,1,0.05,64.49,61.26,2024-11-12 21:48:10,OTHER,Email,Stripe,2024-11-12 21:48:10,2024,11,12,1,46,0,4
6096,2,Plantilla-36,Plantilla,31.98,1,0.05,31.98,30.38,2024-11-12 21:54:12,LATAM,Marketplace,Stripe,2024-11-12 21:54:12,2024,11,12,1,46,0,4
6670,2,Ebook-10,Ebook,13.81,1,0.05,13.81,13.12,2024-11-12 21:56:03,EU,Website,Card,2024-11-12 21:56:03,2024,11,12,1,46,0,4
1058,4,Ebook-38,Ebook,14.59,2,0.0,29.17,29.17,2024-11-12 22:48:55,Desconocido,SocialAds,Card,2024-11-12 22:48:55,2024,11,12,1,46,0,4
5544,465,Plantilla-24,Plantilla,26.57,1,0.0,26.57,26.57,2024-11-13 01:12:07,ASIA,Website,Card,2024-11-13 01:12:07,2024,11,13,2,46,0,4
7697,19,Ebook-17,Ebook,14.34,1,0.0,14.34,14.34,2024-11-13 02:41:59,ASIA,Email,Card,2024-11-13 02:41:59,2024,11,13,2,46,0,4
5984,2,Ebook-44,Ebook,7.34,3,0.0,22.02,22.02,2024-11-13 05:43:57,Desconocido,Marketplace,PayPal,2024-11-13 05:43:57,2024,11,13,2,46,0,4
2825,3,Ebook-05,Ebook,13.09,1,0.0,13.09,13.09,2024-11-13 06:50:20,LATAM,Marketplace,Stripe,2024-11-13 06:50:20,2024,11,13,2,46,0,4
5416,1,Ebook-16,Ebook,10.87,1,0.0,10.87,10.87,2024-11-13 08:06:43,EU,Website,PayPal,2024-11-13 08:06:43,2024,11,13,2,46,0,4
677,54,Ebook-17,Ebook,16.39,1,0.1,16.39,14.75,2024-11-13 08:13:30,Desconocido,Marketplace,Card,2024-11-13 08:13:30,2024,11,13,2,46,0,4
6785,53,Plantilla-05,Plantilla,26.92,1,0.05,26.92,25.57,2024-11-13 10:00:19,EU,Website,PayPal,2024-11-13 10:00:19,2024,11,13,2,46,0,4
648,10,Curso-48,Curso,59.78,1,0.0,59.78,59.78,2024-11-13 10:52:10,Desconocido,Website,Card,2024-11-13 10:52:10,2024,11,13,2,46,0,4
6968,57,Ebook-08,Ebook,12.54,2,0.0,25.09,25.09,2024-11-13 10:56:41,Desconocido,Marketplace,Card,2024-11-13 10:56:41,2024,11,13,2,46,0,4
3897,10,Ebook-57,Ebook,14.07,1,0.0,14.07,14.07,2024-11-13 12:08:09,Desconocido,Website,Card,2024-11-13 12:08:09,2024,11,13,2,46,0,4
5306,4,Curso-26,Curso,128.04,1,0.05,128.04,121.64,2024-11-13 12:35:01,LATAM,Email,PayPal,2024-11-13 12:35:01,2024,11,13,2,46,0,4
3367,179,Ebook-07,Ebook,5.82,1,0.1,5.82,5.24,2024-11-13 13:08:57,EU,SocialAds,Card,2024-11-13 13:08:57,2024,11,13,2,46,0,4
2121,51,Plantilla-21,Plantilla,31.52,1,0.0,31.52,31.52,2024-11-13 13:22:22,Desconocido,SocialAds,PayPal,2024-11-13 13:22:22,2024,11,13,2,46,0,4
3259,4,Ebook-19,Ebook,20.31,1,0.0,20.31,20.31,2024-11-13 13:26:19,ASIA,Website,PayPal,2024-11-13 13:26:19,2024,11,13,2,46,0,4
2058,1,Ebook-18,Ebook,15.83,1,0.05,15.83,15.04,2024-11-13 15:14:47,LATAM,Website,Card,2024-11-13 15:14:47,2024,11,13,2,46,0,4
7512,1,Musica-12,Musica,44.61,1,0.0,44.61,44.61,2024-11-13 15:38:53,LATAM,Website,Card,2024-11-13 15:38:53,2024,11,13,2,46,0,4
2481,27,Ebook-21,Ebook,10.51,2,0.0,21.02,21.02,2024-11-13 19:27:13,Desconocido,Website,Stripe,2024-11-13 19:27:13,2024,11,13,2,46,0,4
2140,129,Plantilla-40,Plantilla,39.68,1,0.0,39.68,39.68,2024-11-13 19:32:12,EU,SocialAds,Card,2024-11-13 19:32:12,2024,11,13,2,46,0,4
