order_id,customer_id,product_name,category,price_usd,quantity,discount_rate,gross_amount_usd,net_revenue_usd,purchase_dt,region,channel,payment_method
2078,5,Curso-38,Curso,57.03,1,0.0,57.03,57.03,2024-11-15 01:26:33,EU,Website,Card
7675,1,Curso-55,Curso,192.19,1,0.05,192.19,182.58,2024-11-15 01:47:40,ASIA,Marketplace,Stripe
107,191,Ebook-47,Ebook,20.4,1,0.05,20.4,19.38,2024-11-15 02:17:06,NA,Marketplace,Stripe
4072,1,Curso-52,Curso,124.87,1,0.0,124.87,124.87,2024-11-15 02:43:29,EU,Website,Stripe
1431,4,Curso-51,Curso,96.56,1,0.15,96.56,82.07,2024-11-15 05:00:50,LATAM,SocialAds,Card
1605,8,Ebook-45,Ebook,17.21,1,0.0,17.21,17.21,2024-11-15 05:20:44,LATAM,Website,PayPal
6731,1,Curso-11,Curso,172.42,1,0.0,172.42,172.42,2024-11-15 07:39:01,OTHER,Marketplace,Card
3637,3,Musica-37,Musica,52.74,1,0.0,52.74,52.74,2024-11-15 08:26:51,LATAM,Website,Card
2413,1,Curso-13,Curso,56.37,1,0.0,56.37,56.37,2024-11-15 12:34:45,NA,SocialAds,Crypto
1447,1,Curso-07,Curso,141.58,1,0.0,141.58,141.58,2024-11-15 14:29:35,OTHER,Website,Stripe
7777,128,Ebook-37,Ebook,17.22,1,0.0,17.22,17.22,2024-11-15 15:48:20,ASIA,Email,Card
5465,1,Ebook-05,Ebook,8.65,1,0.0,8.65,8.65,2024-11-15 15:52:14,LATAM,Website,Card
2026,775,Ebook-46,Ebook,16.37,1,0.0,16.37,16.37,2024-11-15 16:50:50,NA,SocialAds,Card
4045,2,Ebook-25,Ebook,7.41,1,0.0,7.41,7.41,2024-11-15 16:53:52,LATAM,Website,PayPal
6593,66,Ebook-53,Ebook,11.8,1,0.0,11.8,11.8,2024-11-15 17:12:41,LATAM,Marketplace,Card
468,20,Plantilla-48,Plantilla,12.83,1,0.0,12.83,12.83,2024-11-15 17:22:57,EU,Website,Card
3247,12,Curso-07,Curso,130.3,1,0.0,130.3,130.3,2024-11-15 18:22:24,EU,SocialAds,Crypto
265,2,Plantilla-25,Plantilla,42.74,1,0.1,42.74,38.46,2024-11-15 18:25:52,LATAM,Website,Stripe
2489,38,Curso-29,Curso,106.05,1,0.0,106.05,106.05,2024-11-15 18:46:08,LATAM,Email,Card
3456,1,Ebook-36,Ebook,13.27,1,0.0,13.27,13.27,2024-11-15 18:48:18,NA,Website,PayPal
818,553,Ebook-38,Ebook,13.73,1,0.0,13.73,13.73,2024-11-15 19:54:24,EU,Website,Card
2889,10,Plantilla-09,Plantilla,42.65,1,0.05,42.65,40.52,2024-11-15 22:15:35,LATAM,SocialAds,Card
6790,77,Curso-10,Curso,59.77,1,0.0,59.77,59.77,2024-11-15 23:39:52,ASIA,SocialAds,Stripe
2710,1,Ebook-10,Ebook,22.61,1,0.0,22.61,22.61,2024-11-16 00:16:32,NA,Marketplace,PayPal
1721,4,Ebook-41,Ebook,4.35,2,0.0,8.7,8.7,2024-11-16 00:24:49,LATAM,SocialAds,Card
1707,6,Curso-27,Curso,54.0,1,0.0,54.0,54.0,2024-11-16 00:40:33,NA,Email,PayPal
6128,8,Ebook-08,Ebook,11.27,1,0.0,11.27,11.27,2024-11-16 00:54:09,NA,SocialAds,Card
1887,15,Ebook-27,Ebook,13.59,1,0.0,13.59,13.59,2024-11-16 03:19:52,ASIA,Website,Card
1183,1,Curso-43,Curso,84.84,1,0.05,84.84,80.6,2024-11-16 03:59:44,NA,Marketplace,PayPal
5939,12,Ebook-59,Ebook,10.49,1,0.0,10.49,10.49,2024-11-16 04:28:02,EU,Email,Card
4165,45,Curso-25,Curso,77.68,1,0.1,77.68,69.92,2024-11-16 05:39:53,NA,Website,Stripe
618,340,Ebook-18,Ebook,11.66,3,0.0,34.98,34.98,2024-11-16 06:14:16,NA,Website,Card
100,6,Ebook-40,Ebook,11.53,1,0.1,11.53,10.38,2024-11-16 07:15:13,EU,SocialAds,Card
7485,1548,Ebook-45,Ebook,12.01,1,0.05,12.01,11.41,2024-11-16 09:19:23,LATAM,Website,PayPal
1847,386,Ebook-47,Ebook,6.95,2,0.0,13.89,13.89,2024-11-16 11:05:11,LATAM,Marketplace,PayPal
7083,52,Ebook-03,Ebook,11.52,1,0.0,11.52,11.52,2024-11-16 11:13:42,EU,SocialAds,Card
2189,217,Plantilla-29,Plantilla,45.42,1,0.05,45.42,43.15,2024-11-16 11:26:48,NA,Website,Stripe
3196,121,Curso-16,Curso,87.39,1,0.05,87.39,83.02,2024-11-16 12:28:47,NA,SocialAds,Card
6187,58,Plantilla-07,Plantilla,19.0,2,0.0,38.01,38.01,2024-11-16 14:01:12,EU,Website,Card
6418,2,Musica-58,Musica,33.25,1,0.0,33.25,33.25,2024-11-16 14:26:44,LATAM,Marketplace,Stripe
2410,65,Curso-10,Curso,137.08,1,0.0,137.08,137.08,2024-11-16 15:43:46,NA,Marketplace,PayPal
4541,10,Ebook-41,Ebook,11.41,1,0.0,11.41,11.41,2024-11-16 16:40:40,NA,Marketplace,Card
3039,1,Ebook-39,Ebook,8.59,1,0.05,8.59,8.16,2024-11-16 17:12:38,ASIA,SocialAds,Card
3232,10,Curso-52,Curso,148.66,1,0.15,148.66,126.36,2024-11-16 18:24:56,LATAM,Website,Card
3612,602,Ebook-12,Ebook,17.1,2,0.0,34.2,34.2,2024-11-16 18:30:04,NA,Website,Stripe
6370,314,Plantilla-10,Plantilla,24.18,2,0.0,48.37,48.37,2024-11-16 18:31:50,LATAM,Marketplace,Stripe
4575,1,Plantilla-15,Plantilla,30.26,1,0.0,30.26,30.26,2024-11-16 19:04:10,EU,SocialAds,Card
6226,65,Curso-46,Curso,93.06,1,0.1,93.06,83.76,2024-11-16 19:55:01,EU,Email,Card
2654,1,Ebook-14,Ebook,17.94,2,0.0,35.87,35.87,2024-11-16 21:32:18,EU,Email,Stripe
3593,138,Curso-53,Curso,129.06,1,0.05,129.06,122.6,2024-11-16 23:53:57,NA,Website,Card
4213,111,Curso-13,Curso,69.48,1,0.0,69.48,69.48,2024-11-17 00:48:12,OTHER,Website,Card
6636,3,Ebook-36,Ebook,10.35,1,0.05,10.35,9.83,2024-11-17 02:13:22,NA,Website,Stripe
7120,113,Curso-40,Curso,98.85,1,0.1,98.85,88.97,2024-11-17 03:06:53,EU,Marketplace,Card
4349,5,Plantilla-29,Plantilla,46.8,1,0.0,46.8,46.8,2024-11-17 03:09:43,NA,SocialAds,Card
4784,2,Ebook-44,Ebook,12.01,2,0.1,24.02,21.62,2024-11-17 04:26:13,NA,Email,Card
6712,1,Ebook-52,Ebook,16.92,1,0.05,16.92,16.07,2024-11-17 04:40:34,NA,Marketplace,Card
1052,3,Curso-32,Curso,153.57,1,0.0,153.57,153.57,2024-11-17 04:47:08,EU,Website,PayPal
7991,206,Curso-11,Curso,180.98,1,0.15,180.98,153.83,2024-11-17 05:41:35,LATAM,Website,PayPal
4903,2,Ebook-43,Ebook,8.02,2,0.05,16.05,15.24,2024-11-17 08:56:17,NA,Marketplace,Card
7275,18,Ebook-15,Ebook,9.71,1,0.1,9.71,8.74,2024-11-17 09:28:12,EU,Website,Stripe
2908,231,Ebook-28,Ebook,11.74,1,0.0,11.74,11.74,2024-11-17 12:24:09,EU,Email,Card
1380,1,Curso-60,Curso,131.09,1,0.0,131.09,131.09,2024-11-17 12:36:40,NA,Website,Card
3254,5,Ebook-14,Ebook,17.46,1,0.1,17.46,15.71,2024-11-17 12:54:25,ASIA,Marketplace,Card
2173,29,Ebook-13,Ebook,5.32,1,0.05,5.32,5.05,2024-11-17 13:13:37,EU,Website,Card
4842,320,Musica-42,Musica,45.82,1,0.05,45.82,43.53,2024-11-17 13:24:27,EU,SocialAds,PayPal
4628,9,Curso-08,Curso,96.46,1,0.0,96.46,96.46,2024-11-17 13:24:41,ASIA,SocialAds,PayPal
7081,109,Ebook-01,Ebook,9.48,1,0.05,9.48,9.01,2024-11-17 13:42:55,LATAM,Marketplace,Stripe
1579,1,Curso-19,Curso,111.54,1,0.0,111.54,111.54,2024-11-17 13:49:15,NA,Website,PayPal
5764,130,Ebook-04,Ebook,9.29,1,0.0,9.29,9.29,2024-11-17 14:05:09,OTHER,Website,PayPal
5635,3,Ebook-55,Ebook,15.79,2,0.15,31.58,26.84,2024-11-17 14:28:11,LATAM,Website,Card
800,1,Musica-20,Musica,67.32,1,0.1,67.32,60.59,2024-11-17 15:30:33,EU,SocialAds,Stripe
881,112,Ebook-41,Ebook,13.78,2,0.0,27.56,27.56,2024-11-17 17:30:52,EU,Marketplace,PayPal
1915,2,Ebook-55,Ebook,12.02,1,0.05,12.02,11.42,2024-11-17 19:07:10,EU,Website,Crypto
583,5,Curso-43,Curso,200.04,1,0.0,200.04,200.04,2024-11-17 19:26:20,ASIA,Marketplace,Card
2154,1,Plantilla-54,Plantilla,38.07,1,0.1,38.07,34.26,2024-11-17 20:43:12,NA,Website,Card
1301,237,Ebook-41,Ebook,11.22,3,0.0,33.66,33.66,2024-11-17 21:23:18,NA,Website,PayPal
3100,158,Ebook-40,Ebook,9.09,1,0.05,9.09,8.63,2024-11-17 22:10:31,OTHER,Marketplace,Card
6449,493,Ebook-29,Ebook,11.03,1,0.05,11.03,10.48,2024-11-17 22:29:14,EU,SocialAds,Card
4833,14,Curso-33,Curso,158.18,1,0.0,158.18,158.18,2024-11-17 22:46:14,EU,SocialAds,Card
4958,1,Curso-38,Curso,109.02,1,0.05,109.02,103.56,2024-11-17 23:54:56,ASIA,SocialAds,Card
1466,1,Ebook-26,Ebook,6.46,1,0.0,6.46,6.46,2024-11-18 00:00:52,OTHER,Marketplace,Stripe
5201,83,Ebook-41,Ebook,6.54,1,0.0,6.54,6.54,2024-11-18 01:27:09,NA,Website,PayPal
2175,1,Ebook-15,Ebook,15.0,1,0.0,15.0,15.0,2024-11-18 03:07:43,NA,SocialAds,Card
7309,1,Plantilla-49,Plantilla,45.66,1,0.0,45.66,45.66,2024-11-18 03:59:54,ASIA,Marketplace,PayPal
6703,1,Ebook-43,Ebook,16.75,1,0.05,16.75,15.92,2024-11-18 04:15:50,EU,Email,PayPal
6288,1,Ebook-48,Ebook,9.46,1,0.15,9.46,8.05,2024-11-18 06:21:53,ASIA,Email,Stripe
5237,2,Curso-17,Curso,104.7,1,0.0,104.7,104.7,2024-11-18 06:47:59,NA,Marketplace,Card
1957,273,Curso-37,Curso,167.24,1,0.0,167.24,167.24,2024-11-18 08:00:22,LATAM,Website,Card
5217,160,Ebook-57,Ebook,7.67,2,0.0,15.34,15.34,2024-11-18 08:27:07,NA,Marketplace,Card
5225,173,Ebook-05,Ebook,14.49,1,0.0,14.49,14.49,2024-11-18 08:54:23,EU,Website,Card
4671,122,Ebook-51,Ebook,9.82,2,0.0,19.64,19.64,2024-11-18 09:56:42,NA,Website,Card
2141,36,Plantilla-41,Plantilla,44.43,1,0.05,44.43,42.21,2024-11-18 11:19:42,NA,Website,Card
1779,28,Ebook-39,Ebook,13.9,2,0.0,27.81,27.81,2024-11-18 11:31:59,EU,Website,PayPal
5134,719,Ebook-34,Ebook,16.96,1,0.0,16.96,16.96,2024-11-18 16:19:38,EU,Marketplace,Stripe
2722,2,Plantilla-22,Plantilla,23.62,1,0.0,23.62,23.62,2024-11-18 18:13:21,NA,Email,Stripe
3430,7,Curso-10,Curso,65.89,1,0.0,65.89,65.89,2024-11-18 20:07:59,EU,Marketplace,Card
4994,11,Curso-14,Curso,158.95,1,0.05,158.95,151.0,2024-11-18 21:29:21,NA,Website,Card
1743,1041,Plantilla-03,Plantilla,41.58,1,0.0,41.58,41.58,2024-11-18 21:59:23,ASIA,Marketplace,Card
3949,19,Ebook-49,Ebook,17.04,1,0.0,17.04,17.04,2024-11-18 22:04:05,EU,Marketplace,Card
3238,19,Musica-58,Musica,19.84,1,0.0,19.84,19.84,2024-11-18 22:51:14,ASIA,Website,Card
2890,1,Plantilla-10,Plantilla,26.42,2,0.05,52.85,50.21,2024-11-18 22:51:39,NA,Website,Card
2089,1,Plantilla-49,Plantilla,20.23,1,0.05,20.23,19.22,2024-11-18 23:57:40,LATAM,Website,Stripe
4148,1,Ebook-08,Ebook,11.67,1,0.05,11.67,11.09,2024-11-19 00:07:01,NA,Website,PayPal
7185,19,Ebook-45,Ebook,14.97,1,0.1,14.97,13.48,2024-11-19 00:12:29,NA,Website,PayPal
6103,1,Ebook-43,Ebook,13.5,3,0.0,40.51,40.51,2024-11-19 03:07:20,NA,Website,Card
434,1,Ebook-14,Ebook,9.66,2,0.05,19.33,18.36,2024-11-19 03:46:24,ASIA,Website,Card
184,61,Plantilla-04,Plantilla,17.61,2,0.1,35.21,31.69,2024-11-19 03:59:20,OTHER,Website,Card
1206,1,Plantilla-06,Plantilla,14.94,1,0.05,14.94,14.19,2024-11-19 04:34:29,NA,Marketplace,Card
6360,450,Curso-60,Curso,164.75,1,0.05,164.75,156.51,2024-11-19 05:49:06,LATAM,Website,Card
2801,15,Plantilla-41,Plantilla,41.59,1,0.0,41.59,41.59,2024-11-19 06:35:37,EU,Marketplace,PayPal
354,20,Ebook-54,Ebook,16.36,1,0.0,16.36,16.36,2024-11-19 09:15:48,EU,SocialAds,Card
3135,101,Ebook-15,Ebook,6.01,1,0.0,6.01,6.01,2024-11-19 09:29:57,EU,Website,Card
2152,1,Ebook-52,Ebook,13.23,1,0.05,13.23,12.57,2024-11-19 09:31:59,NA,SocialAds,Card
7724,4,Plantilla-44,Plantilla,26.47,1,0.0,26.47,26.47,2024-11-19 09:32:44,NA,SocialAds,PayPal
4860,5,Plantilla-60,Plantilla,23.06,1,0.0,23.06,23.06,2024-11-19 09:43:48,NA,Marketplace,Card
4294,416,Musica-34,Musica,42.13,1,0.0,42.13,42.13,2024-11-19 11:45:05,EU,SocialAds,PayPal
3861,49,Plantilla-21,Plantilla,14.75,1,0.05,14.75,14.02,2024-11-19 11:55:57,ASIA,Email,Card
1455,1,Ebook-15,Ebook,10.96,3,0.0,32.89,32.89,2024-11-19 12:25:29,ASIA,Website,Card
4562,2,Ebook-02,Ebook,13.07,1,0.0,13.07,13.07,2024-11-19 14:59:07,NA,Website,PayPal
1394,4,Curso-14,Curso,64.74,1,0.0,64.74,64.74,2024-11-19 16:07:33,LATAM,Email,Stripe
245,135,Ebook-05,Ebook,7.49,1,0.0,7.49,7.49,2024-11-19 17:34:35,NA,Marketplace,Card
6754,2,Ebook-34,Ebook,6.58,1,0.05,6.58,6.25,2024-11-19 17:48:41,EU,Email,PayPal
2987,1,Ebook-47,Ebook,13.05,2,0.05,26.09,24.79,2024-11-19 18:17:23,NA,SocialAds,PayPal
7108,1,Ebook-28,Ebook,8.7,1,0.1,8.7,7.83,2024-11-19 19:25:32,EU,Email,Card
1112,3,Ebook-32,Ebook,15.16,1,0.0,15.16,15.16,2024-11-19 20:18:08,EU,Marketplace,Card
6829,1,Curso-49,Curso,92.01,1,0.05,92.01,87.41,2024-11-19 20:24:21,LATAM,Website,Card
3115,2,Ebook-55,Ebook,6.81,1,0.0,6.81,6.81,2024-11-19 21:17:32,EU,Website,Stripe
628,179,Plantilla-28,Plantilla,20.53,1,0.1,20.53,18.47,2024-11-19 21:18:50,ASIA,Email,Card
5031,3,Ebook-51,Ebook,6.0,1,0.0,6.0,6.0,2024-11-19 22:12:55,NA,Website,PayPal
3015,41,Curso-15,Curso,88.46,1,0.1,88.46,79.62,2024-11-19 23:27:05,ASIA,Website,Stripe
6920,1,Ebook-20,Ebook,5.15,1,0.0,5.15,5.15,2024-11-20 00:10:37,EU,Email,Crypto
3434,7,Ebook-14,Ebook,10.8,1,0.0,10.8,10.8,2024-11-20 00:25:54,EU,Website,PayPal
1197,516,Musica-57,Musica,75.46,1,0.0,75.46,75.46,2024-11-20 00:40:54,LATAM,Website,Card
6611,15,Plantilla-11,Plantilla,8.41,1,0.05,8.41,7.99,2024-11-20 00:52:37,EU,Marketplace,Stripe
1072,209,Ebook-52,Ebook,8.47,1,0.0,8.47,8.47,2024-11-20 02:10:57,LATAM,Marketplace,Card
1775,3,Plantilla-35,Plantilla,38.47,1,0.0,38.47,38.47,2024-11-20 04:12:22,LATAM,SocialAds,Stripe
3946,1,Ebook-46,Ebook,10.83,1,0.05,10.83,10.28,2024-11-20 04:24:42,LATAM,Marketplace,Stripe
5650,2,Curso-10,Curso,132.8,1,0.0,132.8,132.8,2024-11-20 04:32:42,LATAM,Email,Stripe
1641,1015,Curso-21,Curso,74.23,1,0.0,74.23,74.23,2024-11-20 04:45:45,EU,Website,Card
4109,5,Plantilla-29,Plantilla,35.82,1,0.05,35.82,34.03,2024-11-20 04:54:47,EU,Marketplace,Card
5728,4,Ebook-28,Ebook,12.19,1,0.0,12.19,12.19,2024-11-20 05:09:21,LATAM,SocialAds,Card
3727,143,Ebook-07,Ebook,18.33,2,0.1,36.66,33.0,2024-11-20 05:17:32,NA,Website,Card
2533,18,Ebook-13,Ebook,11.09,1,0.0,11.09,11.09,2024-11-20 06:03:01,OTHER,Marketplace,PayPal
2872,3,Musica-52,Musica,65.0,1,0.0,65.0,65.0,2024-11-20 07:02:15,LATAM,Website,Card
2270,96,Curso-50,Curso,152.82,1,0.0,152.82,152.82,2024-11-20 07:02:28,EU,Marketplace,Stripe
5192,26,Plantilla-32,Plantilla,38.39,1,0.0,38.39,38.39,2024-11-20 07:53:50,EU,Website,Card
5525,3,Curso-05,Curso,65.97,1,0.0,65.97,65.97,2024-11-20 08:29:17,EU,Marketplace,Card
3474,2,Curso-54,Curso,107.19,1,0.0,107.19,107.19,2024-11-20 08:58:24,EU,Website,PayPal
3607,96,Plantilla-07,Plantilla,9.27,1,0.0,9.27,9.27,2024-11-20 09:15:26,EU,SocialAds,PayPal
7269,763,Curso-09,Curso,122.42,1,0.0,122.42,122.42,2024-11-20 09:50:30,NA,Marketplace,Card
2230,1,Ebook-10,Ebook,7.99,2,0.0,15.98,15.98,2024-11-20 11:38:37,NA,Website,Card
5657,1,Curso-17,Curso,162.46,1,0.1,162.46,146.21,2024-11-20 13:16:29,EU,Marketplace,Stripe
4379,1,Ebook-59,Ebook,10.91,1,0.0,10.91,10.91,2024-11-20 13:54:47,EU,Website,PayPal
2241,938,Plantilla-21,Plantilla,49.07,1,0.0,49.07,49.07,2024-11-20 14:03:04,EU,Marketplace,Card
4024,729,Plantilla-04,Plantilla,34.43,1,0.05,34.43,32.71,2024-11-20 14:07:02,OTHER,Marketplace,Card
2337,2,Curso-57,Curso,98.95,1,0.0,98.95,98.95,2024-11-20 15:44:37,NA,Email,Stripe
1230,1898,Ebook-30,Ebook,9.22,1,0.15,9.22,7.83,2024-11-20 15:46:48,LATAM,Website,Card
266,5,Plantilla-26,Plantilla,17.96,2,0.1,35.91,32.32,2024-11-20 16:43:35,NA,Email,Card
1288,2,Ebook-28,Ebook,12.51,1,0.05,12.51,11.88,2024-11-20 16:50:14,LATAM,Website,PayPal
64,32,Ebook-04,Ebook,10.32,1,0.0,10.32,10.32,2024-11-20 17:03:44,NA,Website,PayPal
5087,945,Plantilla-47,Plantilla,32.63,1,0.05,32.63,31.0,2024-11-20 17:18:58,NA,SocialAds,Stripe
604,57,Ebook-04,Ebook,12.4,1,0.0,12.4,12.4,2024-11-20 19:13:11,NA,SocialAds,Stripe
6909,1,Plantilla-09,Plantilla,35.42,1,0.0,35.42,35.42,2024-11-20 19:41:43,NA,Email,Card
5171,116,Ebook-11,Ebook,14.67,1,0.15,14.67,12.47,2024-11-20 21:23:46,EU,SocialAds,Card
3411,49,Ebook-51,Ebook,14.42,2,0.0,28.84,28.84,2024-11-20 22:54:02,NA,Marketplace,PayPal
613,675,Curso-13,Curso,30.0,1,0.0,30.0,30.0,2024-11-20 23:09:20,OTHER,Website,Card
4506,1,Ebook-06,Ebook,11.61,1,0.0,11.61,11.61,2024-11-20 23:24:58,OTHER,Email,Card
6520,316,Ebook-40,Ebook,12.45,2,0.0,24.9,24.9,2024-11-20 23:27:50,EU,Email,Card
634,1747,Curso-34,Curso,136.1,1,0.0,136.1,136.1,2024-11-20 23:53:12,EU,Website,Card
6850,232,Ebook-10,Ebook,5.33,1,0.05,5.33,5.06,2024-11-21 01:32:16,EU,Marketplace,Card
4291,7,Curso-31,Curso,109.68,1,0.05,109.68,104.2,2024-11-21 02:51:26,EU,Email,PayPal
4532,24,Ebook-32,Ebook,5.34,2,0.0,10.67,10.67,2024-11-21 02:55:39,LATAM,Marketplace,Card
3680,405,Ebook-20,Ebook,17.64,1,0.0,17.64,17.64,2024-11-21 03:27:05,NA,SocialAds,Card
5931,1,Ebook-51,Ebook,11.53,1,0.0,11.53,11.53,2024-11-21 04:49:13,EU,Email,Card
5953,30,Plantilla-13,Plantilla,11.21,1,0.05,11.21,10.65,2024-11-21 05:14:12,OTHER,Marketplace,Card
3542,17,Plantilla-02,Plantilla,42.73,1,0.0,42.73,42.73,2024-11-21 05:33:07,NA,Marketplace,PayPal
4590,7,Plantilla-30,Plantilla,24.29,1,0.15,24.29,20.64,2024-11-21 06:02:34,LATAM,Marketplace,Card
2317,1922,Ebook-37,Ebook,9.99,1,0.05,9.99,9.49,2024-11-21 06:35:40,EU,Website,PayPal
2653,7,Ebook-13,Ebook,11.97,2,0.0,23.95,23.95,2024-11-21 06:55:58,LATAM,SocialAds,Card
6018,3,Curso-18,Curso,154.93,1,0.0,154.93,154.93,2024-11-21 07:48:45,NA,Website,Card
4791,1,Ebook-51,Ebook,12.27,1,0.0,12.27,12.27,2024-11-21 09:22:17,NA,Website,Card
3540,1,Ebook-60,Ebook,5.25,1,0.0,5.25,5.25,2024-11-21 09:48:49,LATAM,Website,Card
3404,3,Ebook-44,Ebook,17.05,2,0.1,34.11,30.7,2024-11-21 10:02:18,EU,Email,Card
6303,1,Curso-03,Curso,106.85,1,0.0,106.85,106.85,2024-11-21 10:54:01,NA,Marketplace,Card
5530,1,Ebook-10,Ebook,6.21,1,0.15,6.21,5.28,2024-11-21 16:07:28,NA,Email,Stripe
130,1,Curso-10,Curso,62.93,1,0.1,62.93,56.64,2024-11-21 17:26:51,NA,Website,Crypto
6976,1,Ebook-16,Ebook,15.42,1,0.0,15.42,15.42,2024-11-21 18:44:08,EU,SocialAds,PayPal
3242,1,Ebook-02,Ebook,6.36,2,0.0,12.72,12.72,2024-11-21 19:04:58,ASIA,Website,Stripe
2022,10,Curso-42,Curso,123.82,1,0.0,123.82,123.82,2024-11-21 20:12:10,NA,Website,PayPal
114,56,Plantilla-54,Plantilla,25.99,1,0.1,25.99,23.39,2024-11-21 21:18:02,LATAM,SocialAds,Stripe
2076,1,Plantilla-36,Plantilla,22.07,1,0.0,22.07,22.07,2024-11-21 22:38:10,NA,Email,Card
2248,51,Plantilla-28,Plantilla,31.6,1,0.0,31.6,31.6,2024-11-21 22:59:10,LATAM,Marketplace,PayPal
4407,1,Musica-27,Musica,16.2,1,0.0,16.2,16.2,2024-11-21 23:37:07,NA,SocialAds,Stripe
6024,3,Ebook-24,Ebook,9.91,1,0.0,9.91,9.91,2024-11-21 23:47:55,NA,Email,PayPal
5067,19,Curso-27,Curso,168.14,1,0.0,168.14,168.14,2024-11-21 23:57:09,LATAM,Marketplace,Card
3311,3,Plantilla-11,Plantilla,40.8,1,0.0,40.8,40.8,2024-11-22 01:36:56,NA,Email,PayPal
7455,4,Plantilla-15,Plantilla,40.01,1,0.0,40.01,40.01,2024-11-22 01:51:47,NA,Email,Card
2961,1,Ebook-21,Ebook,12.64,1,0.0,12.64,12.64,2024-11-22 01:55:30,NA,Marketplace,Stripe
2651,212,Ebook-11,Ebook,14.7,1,0.15,14.7,12.5,2024-11-22 02:35:02,ASIA,Website,PayPal
4130,27,Ebook-50,Ebook,9.28,1,0.1,9.28,8.35,2024-11-22 02:58:47,EU,Marketplace,Card
1075,1,Musica-55,Musica,69.3,1,0.0,69.3,69.3,2024-11-22 03:49:51,EU,Marketplace,Stripe
1632,922,Ebook-12,Ebook,7.58,1,0.0,7.58,7.58,2024-11-22 03:58:09,LATAM,Marketplace,Card
3055,19,Curso-55,Curso,87.4,1,0.15,87.4,74.29,2024-11-22 04:00:46,OTHER,Marketplace,PayPal
5293,3,Ebook-13,Ebook,10.17,2,0.0,20.34,20.34,2024-11-22 05:21:39,EU,Website,Stripe
2984,268,Plantilla-44,Plantilla,43.92,1,0.0,43.92,43.92,2024-11-22 06:23:56,EU,Website,PayPal
4444,2,Ebook-04,Ebook,16.47,1,0.05,16.47,15.64,2024-11-22 07:26:21,NA,Marketplace,PayPal
7426,913,Ebook-46,Ebook,14.96,1,0.0,14.96,14.96,2024-11-22 07:32:02,EU,SocialAds,Card
5561,1,Ebook-41,Ebook,9.1,1,0.0,9.1,9.1,2024-11-22 10:30:19,NA,Email,PayPal
4763,45,Plantilla-23,Plantilla,25.87,1,0.1,25.87,23.28,2024-11-22 11:38:56,EU,Marketplace,Stripe
5319,2,Ebook-39,Ebook,11.61,2,0.0,23.21,23.21,2024-11-22 11:43:57,ASIA,Email,Card
6558,244,Ebook-18,Ebook,5.2,1,0.0,5.2,5.2,2024-11-22 11:48:03,EU,Marketplace,PayPal
6362,1,Curso-02,Curso,154.38,1,0.0,154.38,154.38,2024-11-22 16:04:19,LATAM,Email,Card
299,6,Curso-59,Curso,94.76,1,0.0,94.76,94.76,2024-11-22 19:33:36,NA,Marketplace,PayPal
281,721,Plantilla-41,Plantilla,17.81,1,0.05,17.81,16.92,2024-11-22 20:17:18,NA,Website,Card
4370,1,Ebook-50,Ebook,3.0,2,0.0,6.0,6.0,2024-11-22 22:04:35,LATAM,Website,Card
324,1,Ebook-24,Ebook,17.14,1,0.0,17.14,17.14,2024-11-22 23:45:58,EU,Email,Card
6371,1483,Curso-11,Curso,163.72,1,0.0,163.72,163.72,2024-11-22 23:47:44,ASIA,Website,Stripe
4708,2,Ebook-28,Ebook,9.11,1,0.05,9.11,8.66,2024-11-22 23:50:26,LATAM,Website,Stripe
7073,128,Curso-53,Curso,166.57,1,0.0,166.57,166.57,2024-11-22 23:55:23,LATAM,Website,Card
915,1,Curso-15,Curso,143.86,1,0.0,143.86,143.86,2024-11-23 00:00:02,NA,Website,PayPal
5629,3,Curso-49,Curso,128.17,1,0.0,128.17,128.17,2024-11-23 02:13:35,ASIA,Marketplace,Card
4463,157,Musica-23,Musica,51.69,1,0.1,51.69,46.52,2024-11-23 03:44:36,OTHER,Website,Card
7864,1,Curso-04,Curso,150.21,1,0.1,150.21,135.19,2024-11-23 03:56:48,NA,Website,Card
989,10,Ebook-29,Ebook,21.84,2,0.05,43.69,41.5,2024-11-23 04:55:43,LATAM,SocialAds,Stripe
4140,1,Curso-60,Curso,74.66,1,0.1,74.66,67.2,2024-11-23 04:58:18,ASIA,Website,Card
7313,4,Ebook-53,Ebook,11.44,1,0.05,11.44,10.87,2024-11-23 06:12:40,NA,Website,Card
4691,3,Ebook-11,Ebook,18.77,1,0.0,18.77,18.77,2024-11-23 06:14:16,EU,Website,Card
2027,112,Plantilla-47,Plantilla,14.82,1,0.05,14.82,14.08,2024-11-23 07:37:03,ASIA,Marketplace,Card
1382,7,Ebook-02,Ebook,12.65,1,0.0,12.65,12.65,2024-11-23 09:22:34,NA,Email,Stripe
97,1993,Curso-37,Curso,167.21,1,0.15,167.21,142.13,2024-11-23 09:40:32,NA,Marketplace,Card
1961,676,Ebook-41,Ebook,11.0,1,0.0,11.0,11.0,2024-11-23 09:57:41,EU,Website,Stripe
1422,1,Curso-42,Curso,153.13,1,0.05,153.13,145.48,2024-11-23 12:32:09,EU,Website,Stripe
1801,24,Musica-01,Musica,19.66,1,0.1,19.66,17.69,2024-11-23 12:52:12,LATAM,SocialAds,Stripe
